label,statement,subject,context,label_encoded,truthfulness_score,predicted_class,predicted_label,gate_decision
mostly-true,"In the state legislature, I supported Second Amendment rights.",guns,a campaign ad,4,0.75956595,5,true,allow
true,"George Allen voted for budgets that increased the national debt by $16,400 for every second he served in the U.S. Senate.",federal-budget,a news release,5,0.66453135,3,half-true,allow
true,The U.S. Constitution is the oldest written constitution still in use today among nations.,history,a video.,5,0.7827517,5,true,allow
true,"For at least a year now, I have called for two additional brigades, perhaps three.",military,Afghanistan,5,0.71245754,5,true,allow
true,Foreign aid is less than 1 percent of our federal budget.,"corrections-and-updates,federal-budget,foreign-policy",a GOP debate at the University of Miami,5,0.76486385,5,true,allow
mostly-true,"We have empowered state insurance commissioners to review the rate hikes that are taking place in states. And in some states like North Carolina, they have already used it and rolled back premium increases by 25 percent.","children,health-care,job-accomplishments","an interview on Comedy Central's ""Daily Show with Jon Stewart""",4,0.65136254,3,half-true,allow
false,Lorain is the poorest urban school district in the state of Ohio.,"education,poverty,state-budget",a speech in the Ohio House,1,0.74638474,5,true,allow
half-true,Narragansett Bay waters are getting warmer -- 4 degrees Fahrenheit warmer in the winter since the 1960s.,"climate-change,environment,history,science",a Senate speech published on YouTube,3,0.7211712,4,mostly-true,allow
mostly-true,"Of all cities in the United States with more than 100,000 people, Providence is the 183rd safest.",crime,a campaign speech,4,0.73710847,4,mostly-true,allow
mostly-true,"Says, Statistics indicate that one in eight children, and one in 18 adults in Oregon suffers from mental illness.","health-care,public-health,state-budget",a press release,4,0.7126233,4,mostly-true,allow
half-true,One in five American households have nobody under the same roof thats got a job.,"economy,families,jobs,workers","remarks in Cocoa Beach, Fla.",3,0.67439884,4,mostly-true,allow
half-true,Only three in 10 young Americans under 30 -- 30 percent under 30 -- have full-time work.,"jobs,workers",a TV interview.,3,0.7486749,4,mostly-true,allow
barely-true,"Through the Clinton Foundation, the Clintons are now worth in excess of $100 million.",candidates-biography,"an ad played on ""Meet the Press""",2,0.74557066,4,mostly-true,allow
false,The U.S. Supreme Court struck down Wisconsins photo ID election law,elections,a news release,1,0.6770653,5,true,allow
true,The people of Tiverton have historically supported [gambling measures] at a rate higher than the rest of the state.,"economy,gambling,history,polls,recreation,tourism","an interview on WPRI-TV's ""Newsmakers.""",5,0.7660317,5,true,allow
false,And weve constantly been the lowest unemployed county in the state.,job-accomplishments,an Oregon Public Broadcasting interview,1,0.6807123,4,mostly-true,allow
false,"Once a woman enters into the sex trade, her average life expectancy is seven years.","children,crime,public-health,public-safety,recreation,sexuality,women,workers","a comment on a ""State of the State"" TV program.",1,0.6796247,4,mostly-true,allow
true,"One in every five families in the state of New Jersey has a loved one with a mental illness, a serious mental illness, and today, we dont care.","health-care,state-budget",a speech on the Senate floor,5,0.73555666,4,mostly-true,allow
half-true,"Says that, unlike the U.S. Senate, even the Libyan government, in the middle of a civil war, passed a budget on June 15, 2011","federal-budget,foreign-policy,government-efficiency",a news release,3,0.6783968,4,mostly-true,allow
mostly-true,"When Rick Scott was deposed in lawsuits about his company, he took the Fifth 75 times.","candidates-biography,legal-issues",a TV ad,4,0.7543149,5,true,allow
half-true,The United States is the only developed country in the world that has not cut its corporate tax rate.,"corporations,taxes",an interview,3,0.7596648,4,mostly-true,allow
barely-true,Every (U.S. Supreme Court) nominee since 1875 has received a nomination hearing.,supreme-court,a letter,2,0.86359394,5,true,allow
true,"New Jersey loses net, that is minus those who come into the state, 30,000 students a year.",education,an interview on NJTV,5,0.6516008,3,half-true,allow
true,Ive done more impeachments than anybody else in the history of the country.,"congressional-rules,criminal-justice,history,job-accomplishments",a House Judiciary Committee hearing,5,0.6950077,5,true,allow
barely-true,It has been over 80 years since a lame-duck president appointed a Supreme Court justice.,supreme-court,"a debate in Greenville, S.C.",2,0.82655233,5,true,allow
mostly-true,"In 1981, Matagorda, Brazoria, and Galveston Counties all opted out of the Social Security program for their employees. Today, their program is very, very well-funded and there is no question about whether its going to be funded in years to come.",social-security,an interview.,4,0.66025615,4,mostly-true,allow
half-true,Virginia ranked near the bottom of the nation 50 years ago in per capita income but is in the top 10 today. It had a very low rate of higher education attainment but is now above the national average.,education,a TV interview.,3,0.71523935,3,half-true,allow
half-true,"As a state rep, I was considered the fourth-most conservative in the Legislature.	states	rick-green			republican	0	1	1	0	0	a speech
2552.json	mostly-true	Rand Paul wants us to pay $2,000 just to get Medicare.	health-care,medicare,message-machine	jack-conway	Kentucky Attorney General	Kentucky	democrat	0	1	0	2	0	a campaign commercial
9353.json	mostly-true	Says Hillary Clinton opposed an individual mandate and favored an employer mandate back in 1993.	health-care,public-health	bobby-jindal	Governor of Louisiana	Louisiana	republican	0	1	4	4	0	an op-ed for Politico Magazine
9577.json	mostly-true	There are more than 46 million Americans living in poverty today -- the largest number in 54 years.	medicaid,poverty	kirk-cox	House majority leader	Virginia	republican	0	0	0	1	0	a speech.
4318.json	half-true	Since I introduced my budget -- first budget -- in March of 2010, weve created 50,000 new private-sector jobs for the people of this state.	jobs,state-budget	chris-christie	Governor of New Jersey	New Jersey	republican	10	17	27	19	8	a news conference in Belmar 
9864.json	mostly-true	Scott Walker cut school funding more per student than any governor in America.	children,education,message-machine-2014,state-budget,states,taxes	greater-wisconsin-political-fund		Wisconsin	none	3	3	3	1	1	a TV ad
8243.json	true	Says he would be first CPA to serve as Texas comptroller.	state-finances	raul-torres	Accountant, politician	Texas	republican	0	0	0	0	0	a campaign video
13500.json	mostly-true	On Donald Trumps plan to cut federal funding to sanctuary cities, because of a decision by the Supreme Court, no presidents in a position to cut off funding across the board. It has to be very specific to the matter at hand.	city-budget,county-budget,federal-budget,homeland-security,immigration,state-budget	bill-de-blasio	New York City Mayor	New York	democrat	1	0	0	1	0	a WNYC interview
9854.json	false	Thomas Jefferson said, That government is best which governs the least, because its people discipline themselves.	elections	jody-hice			republican	0	1	0	0	0	a Facebook post
7737.json	barely-true	Proposed gun control legislation will outlaw practically every firearm, make you pay $100 per firearm, put you into a police database and make it nearly impossible to get a permit to carry a concealed weapon.	crime,criminal-justice,government-regulation,guns,market-regulation	ed-doyle	administrator, Rhode Island chapter, Gun Rights Across America.	Rhode Island	activist	1	0	0	0	0	a news release and Facebook post
12293.json	barely-true	Says Donald Trump thinks a grown man pretending to be a woman (should) be allowed to use the womens restroom.	candidates-biography,corrections-and-updates,gays-and-lesbians,campaign-advertising	ted-cruz	Senator	Texas	republican	36	33	15	19	8	an attack ad
457.json	half-true	McCain has voted repeatedly at least six times against funding for global HIV/AIDS, malaria and TB fund, once as one of only 14 senators.""",foreign-policy,a news release.,3,0.7398291,5,true,allow
true,"The Border Patrol has 20,000 agents more than twice as many as there were in 2004.",immigration,a speech in El Paso,5,0.69550395,4,mostly-true,allow
half-true,Georgias HOPE scholarship is still the richest scholarship program in America.,education,a newspaper article,3,0.76588327,4,mostly-true,allow
mostly-true,The education tax burden for Shelby County -- and Tennessee -- is one of the lowest in the country.,"education,taxes",a presentation to Shelby County's schools merger Transition Planning Commission,4,0.7802006,4,mostly-true,allow
mostly-true,"By the time I left the State Department, economic growth was up and opium production was down in Afghanistan, while infant mortality declined and school enrollment rose by more than sevenfold.","drugs,economy,education,foreign-policy,health-care,public-health,women","her book, ""Hard Choices""",4,0.66768587,3,half-true,allow
mostly-true,We have the most productive workers in the world.,"economy,workers",a speech at the Democratic National Convention,4,0.7137927,4,mostly-true,allow
mostly-true,"Alabamas Crimson Tide will be the underdog in Saturdays game against the Georgia Bulldogs, the first time in 72 consecutive games that Alabama has not been favored by oddsmakers to win.","gambling,sports",in an article,4,0.75872934,5,true,allow
half-true,"Across the United States, 25 percent of voting age African Americans do not have the photo ID that this bill would require.",elections,,3,0.8153089,5,true,allow
true,"A majority of Americans agree with a ban on assault weapons. And by the way, so did Ronald Reagan.",guns,in a speech,5,0.76835644,4,mostly-true,allow
true,"Only 42 percent of young Georgians have a college certificate or degree, but soon 60 percent of jobs will require some college credential.","education,jobs",civic club speech,5,0.75669676,4,mostly-true,allow
half-true,Texas has the lowest crime rate in this state since 1968 because of changes in law regarding nonviolent drug offenders.,"crime,criminal-justice,drugs",valedictory speech as governor to the Texas Legislature,3,0.72600996,4,mostly-true,allow
half-true,Theres a loophole where you can sell guns without a background check 40 percent of guns are sold that way at gun shows and over the Internet.,"criminal-justice,guns","an interview on ""Face the Nation""",3,0.6890796,4,mostly-true,allow
true,"Illinois suffered 1,652 overdose deaths in 2014 ... of which 40 percent were associated with heroin. Illinois is ranked number one in the nation for a decline in treatment capacity between 2007 and 2012, and is now ranked the third worst in the country for state-funded treatment capacity.",drugs,a press release,5,0.6971378,3,half-true,allow
false,The minimum wage has risen $2.35 in the last two years. Thats 31 percent.,"economy,families,government-regulation,income,poverty,small-business,workers",testimony before the House Committee on Labor,1,0.6603381,3,half-true,allow
barely-true,"Everywhere that we have more citizens carrying guns, crime is less. Theres a study showing that where states have open carry or concealed carry, but particularly open carry, the crime is down 25 percent.","crime,guns","an interview on NBC's ""Meet the Press""",2,0.6825029,3,half-true,allow
false,The music industry is the biggest export from Africa after oil and gas.,"ebola,economy,foreign-policy,pop-culture","comments on ABC's ""This Week""",1,0.7351734,5,true,allow
mostly-true,Congress used earmarks for more than 200 years.,"congress,corrections-and-updates,federal-budget",a news conference,4,0.8801867,5,true,allow
mostly-true,Venezuela is a country whose defense budget is probably 1/600th of the United States.,military,a news conference.,4,0.80948657,5,true,allow
true,"The average family (is) now bringing home $4,000 less than they did just five years ago.","economy,families",a Republican weekly address,5,0.74583006,4,mostly-true,allow
true,Says there are four super PACs on the Republican side of the Texas U.S. Senate race.,campaign-finance,a Travis County Democratic Party candidate forum,5,0.7419301,5,true,allow
barely-true,"Chile ranks third internationally in economic freedom, while the U.S. ranks 17th.","economy,foreign-policy,pundits",a video blog post,2,0.67693657,3,half-true,allow
barely-true,Miami-Dade County is the No. 1 donor county in the state.,"state-budget,taxes",a Florida Cabinet meeting,2,0.7924312,5,true,allow
mostly-true,"We havent had a Republican senator in Washington for ... why, I think Clifford Case was our last Republican senator.","congress,history",an interview on The John Gambling radio show,4,0.7217572,5,true,allow
false,"Even with recent changes, the average hourly wage at General Motors is still $75 an hour.",transportation,,1,0.66492236,3,half-true,allow
mostly-true,Missouri is #1 in the nation for holding down tuition increases at public universities.,"federal-budget,state-budget",a post on Twitter,4,0.75301516,4,mostly-true,allow
true,Sen. McCain says it was not a mistake to vote against the Bush tax cuts ... but now says the tax cuts need to be made permanent.,taxes,a press release,5,0.72809803,5,true,allow
half-true,"Unemployment insurance kept more than 620,000 children out of poverty in 2012.","children,poverty,workers",a Facebook post,3,0.7136369,4,mostly-true,allow
mostly-true,"By some estimates, as few as 2 percent of the 50,000 (Central American) children who have crossed the border illegally this year have been sent home.",immigration,"an op-ed in the ""Wall Street Journal""",4,0.66676253,4,mostly-true,allow
mostly-true,"The United States of America, right now, has the strongest, most durable economy in the world.",economy,the State of the Union address,4,0.7151918,4,mostly-true,allow
false,Canada sets aside 36 percent of their visas for people with skills they think their country needs. We set aside 6 percent.,immigration,"an interview on ""Meet the Press.""",1,0.7416153,4,mostly-true,allow
half-true,"There are 60,000 fewer jobs today in this state than we had in 2008.",jobs,"a Republican gubernatorial debate at Franklin Pierce University in Rindge, N.H.",3,0.6970612,4,mostly-true,allow
true,Says Republicans supported legislation on early voting and in-person voting in 2005.,"elections,government-regulation,voting-record",a news conference,5,0.73653996,5,true,allow
half-true,"Chained CPI would save $1 trillion in the second decade off the federal budget debt, a report shows.","economy,federal-budget,medicare,social-security","comments on NBC's ""Meet the Press""",3,0.6721059,4,mostly-true,allow
true,Says Austin is the largest city in America without a congressional district anchored in it.,redistricting,a Texas House floor debate.,5,0.83390176,5,true,allow
barely-true,"A president must ""obtain Congress' consent before formally accepting the Nobel Prize.""","foreign-policy,legal-issues",a letter to President Obama,2,0.7951133,5,true,allow
mostly-true,"Road congestion costs rush hour drivers in Austin and Dallas more than $1,000 a year. And in Houston, its even more -- almost $1,500 a year.",transportation,op-ed in Austin American-Statesman,4,0.6588142,3,half-true,allow
barely-true,Says that 9 million to 50 million undocumented immigrants live in the United States.,"immigration,population",an approved resolution.,2,0.7539984,4,mostly-true,allow
mostly-true,We are the only industrialized nation that doesnt guarantee workers paid family leave.,"families,jobs,women",a speech at the Democratic National Convention,4,0.7349459,5,true,allow
mostly-true,"A single mother of two cant qualify for basic healthcare through Medicaid if she makes more than $3,504 dollars a year.",health-care,a tweet,4,0.76540905,4,mostly-true,allow
false,General Motors is the largest corporation in the world again.,"corporations,economy",a “Face the Nation” interview,1,0.75282633,5,true,allow
true,One out of five of our children live in a family thats on food stamps.,"agriculture,children,federal-budget,hunger",a speech in Iowa,5,0.7423636,4,mostly-true,allow
mostly-true,Ohio currently ranks 50th out of all states in income growth.,"economy,income",testimony before a House subcommittee,4,0.76769745,4,mostly-true,allow
half-true,"In the four years before I became governor, we increased state debt $5.2 billion. Weve paid it down $2 billion.",debt,a TV interview,3,0.697579,3,half-true,allow
half-true,"In 2009, the FBI referred more than 71,000 cases of people failing background checks when trying to buy a gun to another federal agency, but U.S. attorneys ultimately prosecuted only 77 of them.","crime,criminal-justice,government-regulation,guns",a website post,3,0.6707499,4,mostly-true,allow
mostly-true,$65 billion would be added to the deficit if we keep the cuts for people on the highest incomes.,"federal-budget,taxes",n Op/Ed in The Financial Times,4,0.6563712,3,half-true,allow
false,"What I look at every month is how many more New Jerseyans are back to work. You have another 9,900 last month that are back to work and over almost 90,000 that are back to work now since I became governor.",jobs,a news conference,1,0.70994884,4,mostly-true,allow
mostly-true,"Other states have considered or have sunset advisory commissions; the federal government has the ability, too.","state-budget,state-finances",a floor speech,4,0.8070526,5,true,allow
barely-true,"Texas high school graduation rate went from 27th in the country in 2002, to second highest in the country in 2013.","education,states",a speech at the National Press Club,2,0.6877308,3,half-true,allow
true,"Right now in Georgia, nearly one in three leaving our prisons are re-convicted within three years.",criminal-justice,a speech,5,0.74925786,4,mostly-true,allow
true,The Department of Homeland Security is the only federal department not funded for this entire fiscal year by Congress.,"congress,federal-budget,homeland-security,terrorism",oped commentary,5,0.75344557,5,true,allow
true,"If you are a member of union, your median weekly income is roughly $200 more than if you are a nonunion member, and that doesnt include benefits.","unions,workers",an interview.,5,0.72538835,4,mostly-true,allow
true,"Says the state of Texas rates as unacceptable almost 500 of the states 8,000 public schools.",education,a Texas Tribune interview.,5,0.68562996,4,mostly-true,allow
true,Our (Texas) graduation rate ranks 43rd out of 50 states.,education,in a TV ad,5,0.72692215,4,mostly-true,allow
true,North Carolina has one of the fastest growing populations as well as the fastest growing economy in the country.,"economy,income,population,states",an official announcement,5,0.751002,4,mostly-true,allow
true,"Says that in 2011, Oregon had the second fastest growing economy in the nation.","economy,jobs",a speech.,5,0.7005049,4,mostly-true,allow
half-true,"Every year the state loses 8,000-10,000 acres of land in bear country.",environment,a press release,3,0.66032624,4,mostly-true,allow
mostly-true,Theyre paying a less rate of tax -- these richest people in America -- than they have in the last 80 years.,"taxes,wealth",a campaign video posted on YouTube,4,0.7523131,4,mostly-true,allow
mostly-true,Florida is enjoying its lowest crime rate in 39 years.,crime,a campaign website,4,0.6540738,4,mostly-true,allow
half-true,"Before Medicare, only 51 percent of Americans 65 and older had health care coverage and nearly 30 percent lived below the poverty line. Today, thanks to Medicare ... nearly all seniors have coverage and 75 percent fewer struggle in poverty.","medicare,poverty",a news release,3,0.73299,4,mostly-true,allow
true,"Fifty-six percent decline in overall crime. A 73 percent decline in motor-vehicle theft. A 67 percent decline in robbery. A 66 percent decline in murder. This is way beyond what happened in the nation during this period of time.	crime	rudy-giuliani	Attorney	New York	republican	9	11	10	7	3	New York, N.Y.
5122.json	mostly-true	In 1958, there were 16 states in this country that prohibited -- prohibited -- an African-American and a Caucasian from being married.	civil-rights,gays-and-lesbians,marriage	sheila-oliver	Assemblywoman	New Jersey	democrat	0	1	1	3	0	a news conference
11191.json	true	Says Donald Trump has changed his mind on abortion.	abortion	carly-fiorina		California	republican	5	5	4	3	2	the first Republican presidential debate
10315.json	mostly-true	It has been many years, if ever, since an inmate has completed his or her high school diploma while incarcerated in a state correctional facility for adults.	corrections-and-updates,criminal-justice,public-safety	lc-buster-evans	Assistant Commissioner	Georgia	none	0	0	0	1	0	in a press release
1964.json	mostly-true	Says U.S. Rep. Michael McCaul is the sixth-richest person in Congress.	candidates-biography	ted-ankrum	Retired	Texas	democrat	0	1	0	1	0	a speech
624.json	true	McCain is raising campaign cash with one of (Jack) Abramoff's closest business partners: scandal-plagued conservative activist Ralph Reed.""",ethics,,5,0.667291,4,mostly-true,allow
true,"Believe it or not, consumer spending is up over the last eight months.",economy,"an appearance on ""Meet the Press""",5,0.67942166,4,mostly-true,allow
half-true,"Under Common Core standards, it takes more than a minute to teach a student how to add nine plus six.",education,interview on Fox News Sunday,3,0.6671288,4,mostly-true,allow
half-true,Rick Scott says he supported in-state tuition for Dreamers while Charlie Crist was against it.,"education,immigration",a CNN debate,3,0.6632051,5,true,allow
mostly-true,Black children constitute 18 percent of the nations public school population but 40 percent of the children who are suspended or expelled.,"civil-rights,education",an op-ed,4,0.72676754,4,mostly-true,allow
mostly-true,I opposed TPP (Trans-Pacific Partnership) and have always opposed TPP.,trade,the Republican debate in Miami,4,0.6951315,5,true,allow
mostly-true,"Eleven states complete their [legislative] sessions within three calendar months, and another five only meet biennially.","elections,government-efficiency",a newspaper commentary,4,0.79501635,5,true,allow
true,"With the exception of baby formula, the federal government does not require any food to carry an expiration date, and state laws vary widely.","corrections-and-updates,food-safety","a segment on ""Last Week Tonight""",5,0.77434486,5,true,allow
false,The amount of money that we put into running our own state legislature is nearly as much as we put into the University of Rhode Island.,"economy,education,government-efficiency,state-budget",a radio interview,1,0.7018622,5,true,allow
false,Beaverton enjoys the most diverse population (by percentage of population) among Oregon cities.,diversity,a press release,1,0.78616256,5,true,allow
true,Seventy percent of Americans dont have a college degree.,"corrections-and-updates,education","an interview on ""Face the Nation.""",5,0.74410594,4,mostly-true,allow
true,John McCain decided to stand with George Bush 95 percent of the time (last year).,bush-administration,"St. Paul, Minn.",5,0.77002764,5,true,allow
half-true,Oil production is down 14 percent this year on federal land.,energy,the second presidential debate,3,0.721311,5,true,allow
true,A white family is likely to have about six times as much wealth than a black or Hispanic family coming out of the recession.,"income,jobs","comments on ABC's ""This Week""",5,0.7107333,4,mostly-true,allow
barely-true,"The Democrat majority in the Senate has failed to submit [a] budget in the past 1,000 days.",federal-budget,a press release,2,0.69210523,5,true,allow
true,"Says as a share of the US economy, the governments support for research and development (RD) has fallen by nearly two-thirds since the 1960s.","federal-budget,science",an opinion article,5,0.7420001,4,mostly-true,allow
false,Property tax exemptions can be granted to small businesses that move into Milwaukee County.,"jobs,small-business,taxes",a campaign news release,1,0.7469461,5,true,allow
mostly-true,Says overwhelming majorities of Americans support gun legislation like background checks.,"civil-rights,crime,guns",the State of the Union Address,4,0.75883055,4,mostly-true,allow
barely-true,"Under the DREAM Act, after two years of higher education or military service you are eligible for citizenship. Once a citizen, this paves the way to bring the rest of (your) extended family to the United States.",immigration,an opinion piece,2,0.7087036,5,true,allow
mostly-true,The worlds 62 richest people own the same wealth as the 3.6 billion poorest.,poverty,a tweet,4,0.77603215,4,mostly-true,allow
mostly-true,"There are approximately 18,000 (police) departments in the United States.","crime,criminal-justice","an interview on ""Meet the Press""",4,0.7681359,5,true,allow
false,The cost-of-living increase in Social Security is tied to wage inflation.,social-security,"an interview on NBC's ""Meet the Press""",1,0.68719536,4,mostly-true,allow
mostly-true,Nearly a quarter of all adults in this state have some college credit without a degree.,"economy,education,jobs",a speech,4,0.7909142,5,true,allow
half-true,"Of the more than 1.3 million temporary mortgage modifications, over half have defaulted.",housing,a debate,3,0.72690105,4,mostly-true,allow
true,Georgia is one of only about seven states in the country that has a AAA bond rating.,state-finances,a speech before the Atlanta Press Club,5,0.80899304,5,true,allow
barely-true,"In many instances, (peoples) health care costs are more than their mortgage costs or their rent, which, by the way, is a first in American history.","economy,government-regulation,health-care,history,market-regulation",a speech,2,0.7140073,5,true,allow
true,Three in four low-income workers dont have any paid sick days available.,"health-care,income,labor,public-health,workers",a news release,5,0.7064042,4,mostly-true,allow
half-true,We have SAT scores lower than that of Alabama.,"education,message-machine",in a video on his Web site.,3,0.7451691,4,mostly-true,allow
false,Says Houstons 18th congressional district has been gentrified and is home to more Anglos than African Americans.,"candidates-biography,census,diversity,elections",a speech,1,0.7139446,5,true,allow
mostly-true,"The Hyde Amendmentlanguage was in the (human trafficking) bill. The Democratic sponsor admits it was in the bill, and she voted for it.","abortion,bipartisanship","comments on ""Fox News Sunday""",4,0.6772781,5,true,allow
mostly-true,"Says Joe Heck voted 10 times to defund Planned Parenthood ... and Heck opposes a womans right to choose, even when her health is at risk.",abortion,a television ad,4,0.6893593,5,true,allow
false,"Stimulus tax cuts ""began showing up in paychecks of 4.8 million Indiana households about three months ago.""","stimulus,taxes","a speech in Wakarusa, Ind.",1,0.7287418,4,mostly-true,allow
false,Were second only to Boston in college students per capita.,education,a speech,1,0.74056375,4,mostly-true,allow
true,"Ohio has one of the highest provisional ballot rates in the country, and many of them go uncounted each election.",elections,a news conference,5,0.7508252,4,mostly-true,allow
half-true,Homicides last year increased by 17 percent in Americas 50 largest cities. Thats the largest increase in 25 years.,"crime,criminal-justice",his acceptance speech at the Republican Natiional Convention in Cleveland,3,0.6921414,4,mostly-true,allow
mostly-true,The Canadians they (dropped) their tax rates to 15 percent. The average tax rate on businesses in the industrialized world is 25 percent.,taxes,"the vice presidential debate in Danville, Ky.",4,0.6898203,4,mostly-true,allow
false,White men account for 69 percent of those arrested for violent crimes.,crime,an opinion piece on CNN.com,1,0.69300544,4,mostly-true,allow
half-true,"Says in fiscal year 2011, the state had a projected $11 billion deficit.","deficit,state-budget,state-finances",a State of the State address,3,0.65889525,4,mostly-true,allow
half-true,"One half of federal spending goes to Social Security, Medicare and Medicaid while the other half goes to other programs funded with money borrowed from a foreign land.",federal-budget,a town hall meeting,3,0.67702097,4,mostly-true,allow
mostly-true,Medicare began as a public option and now holds 97 percent of the market share.,"health-care,medicare",a fundraising letter,4,0.6900595,4,mostly-true,allow
false,"We have trade agreements with 20 countries, and we have trade surpluses with each one of those 20.",trade,an interview.,1,0.7333049,4,mostly-true,allow
true,"This March, for the first time in human history, the monthly average carbon dioxide in our atmosphere exceeded 400 parts per million. The range had been 170-300 parts per million for hundreds of thousands of years.","climate-change,congress",U.S. Senate,5,0.7405474,4,mostly-true,allow
false,Oil companies ...currently have 68-million acres that they're not using.,energy,"a debate in Nashville, Tenn.",1,0.68661606,5,true,allow
half-true,Oregon school districts are directing 24 percent of their food budgets to purchase local foods. Thats the highest percentage in the country.,agriculture,a news release,3,0.7140594,4,mostly-true,allow
mostly-true,"In 2012, there were nearly 12.2 million arrests and only 410 uses of deadly force by police in the United States.","civil-rights,criminal-justice,guns,public-safety",an interview,4,0.6899556,4,mostly-true,allow
half-true,The $18.8 billion in funding for K-12 education funding is the highest in Florida history and includes a record $10.6 billion in state funds.,education,a press release about his education budget proposal,3,0.69603956,3,half-true,allow
mostly-true,The largest U.S. companies would owe $620 billion in U.S. taxes on the cash they store in tax havens.,"corporations,taxes",a tweet,4,0.7050645,4,mostly-true,allow
mostly-true,"Fewer black and Latino men participate in the labor force, compared to young white men.","diversity,economy,jobs",an event at the White House,4,0.738964,4,mostly-true,allow
false,"McCain ""hasn't held executive responsibility.""",candidates-biography,"an interview on CBS' ""Face the Nation""",1,0.6575933,5,true,allow
barely-true,"John McCain intervened, which helped Airbus get that Pentagon contract.","ethics,military",a TV ad,2,0.65255034,5,true,allow
mostly-true,"The federal debt is more than $14 trillion, almost equal to the size of our entire economy, and every child born today inherits a $45,000 share of the national debt before they take their first breath.","deficit,federal-budget",a video posted to YouTube,4,0.844016,5,true,allow
true,"The United States has never been richer, if you look at per capita GDP.","economy,federal-budget,taxes",an interview on MSNBC,5,0.66984785,4,mostly-true,allow
false,Some of the wealthiest Americans are African-American now.,wealth,comments on his radio show,1,0.757167,4,mostly-true,allow
mostly-true,The U.S. ranks 37th in the world for health care.,health-care,a YouTube video,4,0.65354264,3,half-true,allow
mostly-true,"A high school dropout makes on average $19,000 a year, a high school graduate makes $28,000 a year, a college graduate makes $51,000 a year.","education,pundits",a commentary on CNN,4,0.6806477,3,half-true,allow
true,Theres almost 1 million Texans who are unemployed and thats an all-time record number in our state.,economy,a speech,5,0.72820777,4,mostly-true,allow
barely-true,"In Ohio, each year an estimated 1,000 children become victims of human trafficking, and over 3,000 more are at risk.","children,trade",in a press conference,2,0.6708969,4,mostly-true,allow
true,"18 percent of our land in our state right now is either federally, state or county owned for conservation purposes.","animals,environment,recreation,state-finances",a legislative meeting,5,0.70655096,5,true,allow
mostly-true,"Congressman Paul introduces numerous pieces of substantive legislation each year, probably more than any single member of Congress.",job-accomplishments,a statement on his campaign Web site.,4,0.7943134,5,true,allow
false,Four members of the Rhode Island General Assembly went to vote in 2010 and were told they had already voted.,"debates,elections,legal-issues",a TV debate,1,0.654336,5,true,allow
mostly-true,"In Iraq, violence is down to an all-time low since the start of the war.","foreign-policy,iraq,military","an interview on NBC's ""Today Show""",4,0.6686201,3,half-true,allow
true,"In 2008, Charlie Crist applauded the pick of Sarah Palin and said she would do a great job.",candidates-biography,a Tampa Bay Times guest column,5,0.6538197,5,true,allow
true,More than half of women under 30 who give birth do so outside of marriage...,"families,women",a website post,5,0.6805198,4,mostly-true,allow
half-true,Our welfare system now consumes 42 percent of our budget.,"elections,government-efficiency,medicaid,state-finances,welfare",a campaign flier,3,0.7165152,4,mostly-true,allow
true,Agriculture is the strongest industry in Ohio.,"agriculture,economy",a speech to the Ohio Farm Bureau,5,0.7630038,5,true,allow
false,This is the first time in the history that weve had the raising of a debt limit also with spending cuts.,"federal-budget,history",an interview on CNN,1,0.7411067,5,true,allow
half-true,"Barack Obama said in 2004 ""that he basically agreed with the way George Bush was conducting the war.""",iraq,"Cleveland, Ohio",3,0.7226509,5,true,allow
barely-true,"About two-thirds of Medicaid beneficiaries are children, but they account for one-third of the programs cost, while one-third are elderly, and they account for two-thirds of the cost.","children,federal-budget,health-care",an interview on MSNBC,2,0.7034461,4,mostly-true,allow
true,One man sacrificed for his country. One man opposed a flawed strategy in Iraq. One man had the courage to call for change. One man didn't play politics with the truth. One man stands up to the special interests.,iraq,"a TV ad airing in Virginia, the District of Columbia and Maryland",5,0.667125,5,true,allow
false,"More than 1,000 American soldiers have lost their lives in Afghanistan in the last 27 months. This is more than the combined total of the nine years before.","afghanistan,military",a chain email,1,0.7019672,5,true,allow
true,Most Americans support the legalization of marijuana.,"drugs,marijuana,polls",a Medium post,5,0.73755455,4,mostly-true,allow
true,The United States is one of only seven nations that allows elective abortions after 20 weeks post-fertilization.,abortion,a Facebook post.,5,0.7821504,5,true,allow
mostly-true,"Says he turned down a Medicaid expansion under Obamacare, but because of actions he took, for the first time in Wisconsins history everyone living in poverty is covered under Medicaid.","health-care,medicaid,poverty,public-health,state-budget",a speech,4,0.6792178,4,mostly-true,allow
barely-true,"Tampa got more (federal housing) money because they scored higher on the blight scoring system, so theyve got a much bigger problem than we do.","housing,urban",a mayoral forum,2,0.6872617,3,half-true,allow
half-true,I've issued a six-month moratorium on deepwater drilling.,"energy,oil-spill",an address from the Oval Office,3,0.67989564,5,true,allow
mostly-true,Providence has more of its pension fund invested in hedge funds and is less transparent about it than the state.,"city-budget,labor,pensions,retirement,state-budget,state-finances,transparency",a fundraising letter.,4,0.655133,4,mostly-true,allow
true,Texas has the highest rate of uninsured in the nation. ... And there are more uninsured children in Texas than in any other state.,health-care,an opinion column,5,0.747596,4,mostly-true,allow
