label,statement,subject,context,label_encoded,truthfulness_score,predicted_class,predicted_label,gate_decision
mostly-true,"Two months ago, Donald Trump said that ISIS was not our fight.","foreign-policy,terrorism",a GOP debate on CNN,4,0.63311726,5,true,review
half-true,Says critics who say he cut Medicaid are wrong; his budget added $1.2 billion to the program,"medicaid,state-budget,state-finances",a television interview,3,0.547127,3,half-true,review
half-true,Says she will work to raise the federal minimum wage back to the highest level its ever been $12 an hour in todays dollars.,"economy,jobs,workers",a column posted on Medium.com,3,0.5179755,3,half-true,review
half-true,"The Medford Water Commission was fined $279,000 for dumping plain drinking water into a stream.","environment,government-regulation,water",a legislative hearing,3,0.43881136,1,false,review
mostly-true,Says Gov. Scott Walkers proposed state budget contained 110 pages of errors -- an unusually high number -- and millions of dollars worth of mistakes that were corrected with a follow-up document.,state-budget,a press release,4,0.55870545,3,half-true,review
mostly-true,Takes credit for substantially reducing the size of the state workforce.,"job-accomplishments,jobs",campaign literature.,4,0.5929982,3,half-true,review
true,"If you look at most of the polls, this is a margin-of-error race on Fourth of July between Mitt Romney and the president.","elections,polls",an interview on CNBC,5,0.3625995,1,false,review
true,"In the last 10 years, Georgias middle class income has dropped $6,500.","census,income",television ad,5,0.64171153,3,half-true,review
true,Rooting for the Red Sox is like rooting for the drug companies.,baseball,an appearance on MSNBC,5,0.3917522,1,false,review
false,"Says Rick Perrys Pay to Play politics led him to send $899 million to an offshore call center in Bermuda, driving down enrollment in childrens health insurance",health-care,news release,1,0.45423186,3,half-true,review
false,A [bank] surveillance camera capturing a criminals face and other identifiable traits would certainly discourage robbery attempts and serve as a deterrent to robbers.,"crime,criminal-justice",a news release,1,0.5286396,2,barely-true,review
barely-true,Says Donald Trump and Mike Pence want to gamble with your retirement benefits in the stock market.,"retirement,social-security",a speech at the DNC,2,0.37130606,1,false,review
half-true,U.S. Rep. Connie Mack voted to raise his own pay several times.,"congressional-rules,federal-budget,income",a press release,3,0.3903414,2,barely-true,review
true,I have spent virtually every weekend since Memorial Day in the Panhandle.,oil-spill,a speech at the Florida Association of Counties conference,5,0.5928965,5,true,review
mostly-true,Says Romney called Russia our No. 1 enemy.,foreign-policy,a convention speech,4,0.57601565,5,true,review
false,Theres been no conclusive or specific report to say Russia was trying to muddy the election.,"elections,foreign-policy","comments on ""Meet the Press""",1,0.4718029,1,false,review
false,Says Christopher Little has a history of working against environmental protection by defending the worst types of corporate polluters,"candidates-biography,elections,environment,legal-issues",a press release from the Rhode Island Democratic Party,1,0.48894554,2,barely-true,review
half-true,"John Kasich says he won, despite 12 visits by a president, somewhere between $45 (million) and $50 million (spent against him,) 500 paid volunteers in here calling me every name in the book, former presidents, first ladies and God-knows-who-else.",elections,a speech to lobbyists,3,0.56267095,3,half-true,review
half-true,"Opponents of Section 5 (of the Voting Rights Act) complain of state expense, yet their only cost is the paper, postage and manpower required to send copies of legislation to the federal government for review.","elections,supreme-court",newspaper column,3,0.6220038,5,true,review
barely-true,Says Nick Kahl made it harder for many families to cover basic health care expenses.,"health-care,taxes",a campaign mailer,2,0.3868292,2,barely-true,review
barely-true,"The White House is won in the swing states, and I am winning the swing states.",elections,"a speech in Charleston, W.Va.",2,0.4841462,1,false,review
true,The U.S. doesnt make television sets anymore.,"technology,trade",a campaign speech,5,0.4362964,1,false,review
mostly-true,"When these same Republicans - including Mr. Boehner - were in charge, the number of earmarks and pet projects went up, not down.",federal-budget,"a speech in Cleveland, Ohio.",4,0.53510565,3,half-true,review
half-true,Roy Barnes made Georgia dead last in education and Georgia led the nation in job losses.,"economy,education,message-machine",a television ad,3,0.5291878,3,half-true,review
true,"Sen. McCain was already turning his sights to Iraq just days after 9/11, and he became a leading supporter of an invasion and occupation of (Iraq).",iraq,"Orlando, Fla.",5,0.60599744,2,barely-true,review
barely-true,"In labor negotiations with city employees, Milwaukee Mayor Tom Barrett demanded concessions that went beyond those mandated by Gov. Scott Walkers collective bargaining law","city-budget,labor",a letter to members,2,0.57959497,3,half-true,review
true,"Brazil built a $300 million stadium in the Amazon rainforest that is only going to be used for four World Cup games, and theres no team that can fill it afterwards.",sports,"a segment on ""Last Week Tonight""",5,0.61587733,4,mostly-true,review
pants-fire,"U.S. Rep. Jim Langevin didn't want a border fence to block illegal immigration ""because he is afraid that someone will get hurt trying to go around the fence.""","homeland-security,human-rights,immigration",a posting on his website,0,0.38416585,0,pants-fire,review
mostly-true,"A lot of the ideas in terms of the (health insurance) exchange, just being able to pool and improve the purchasing power of individuals in the insurance market, that originated from the Heritage Foundation.",health-care,an interview on NBC's Today show,4,0.4996928,3,half-true,review
false,Says Mitt Romney supports cap and trade.,"cap-and-trade,climate-change,corrections-and-updates,message-machine-2012",a video ad airing in Michigan,1,0.5855353,4,mostly-true,review
mostly-true,My supporters arent special interest groups in Madison and Milwaukee.,campaign-finance,a campaign radio ad,4,0.37332118,2,barely-true,review
half-true,"While 9,000 state employees were added to the states payroll, Oregons revenue forecasts dropped by more than $4 billion.","state-budget,state-finances",a newsletter,3,0.6247796,3,half-true,review
half-true,John McCain fought to rein in Fannie and Freddie...but Democrats blocked the reforms.,economy,an advertisement,3,0.6032989,2,barely-true,review
pants-fire,Says One of the states largest governments made charging this tax one of their top priorities just this year.,"message-machine-2012,taxes",a state voters' pamphlet argument,0,0.5459664,1,false,review
false,The immigration bill has a specific provision that says that Secretary Napolitano does not have to build any fence if she chooses not to.,immigration,an interview on CBS’ “Face the Nation”,1,0.5678806,1,false,review
half-true,Says Donald Trump publicly invited Putin to hack into Americans (emails).,"civil-rights,crime,foreign-policy,homeland-security,technology",a Presidential debate,3,0.62510383,4,mostly-true,review
half-true,"The Congressional Budget Office estimates that for every $1 we spend on unemployment benefits, $1.90 is put into our economy.","economy,federal-budget,stimulus,taxes",an online forum on ProJo.com,3,0.45052376,1,false,review
mostly-true,"In Syria, we struck a deal where we got 100 percent of the chemical weapons out.",foreign-policy,"comments on NBC's ""Meet the Press""",4,0.6439158,4,mostly-true,review
mostly-true,"We had a three-hour debate, no discussion about the national debt, very little about the economy.","debates,elections","an interview on ""This Week.""",4,0.5790927,1,false,review
half-true,"Says Democrat Hank Gilbert has a criminal conviction for theft, has multiple years of unpaid taxes, has multiple tax liens and fines, unsafe driving convictions (and) has recently been accused of taking a bribe and is on record lying to the press this year about his criminal record.","candidates-biography,crime",a consultant's e-mail to PolitiFact Texas.,3,0.41596738,2,barely-true,review
barely-true,Were taxing our small businesses now at rates higher than corporations.,"corporations,small-business,taxes",an interview,2,0.6014326,4,mostly-true,review
true,Health insurance companies' costs are only 4 percent of all health care spending.,health-care,an advertisement,5,0.6385536,4,mostly-true,review
mostly-true,"Says DonaldTrump got, you know, $1.8 billion worth of free media. I got, like, none.",elections,"an interview on NBC's ""Meet the Press""",4,0.4963751,1,false,review
mostly-true,"When I withdrew in June of 2008, polls were showing that at least 40 percent of my supporters said, oh, they werent going to support Sen. Obama.",polls,a town hall on ABC's 'Good Morning America',4,0.44754943,1,false,review
pants-fire,Says Larry Taylor gave in-state tuition to illegal immigrants.,"education,immigration",whylarrywhy.com,0,0.35954455,2,barely-true,review
false,"After the attack on a U.S. diplomatic mission in Benghazi,Libya,the ambassadors body was dragged through the street.","foreign-policy,terrorism","a broadcast of ABC's ""This Week""",1,0.58486176,4,mostly-true,review
barely-true,"Of those 850,000 (new Texas) jobs, most were public-sector jobs and minimum-wage jobs.","economy,jobs",an interview,2,0.6261308,3,half-true,review
barely-true,It is a fact that it costs more to run the schools in August.,education,a newspaper article,2,0.5810534,4,mostly-true,review
false,The problem with raising tax rates on the wealthiest Americans is that more than half of them are small business owners.,"deficit,federal-budget,taxes",a news conference,1,0.6421432,4,mostly-true,review
barely-true,"Franklin Roosevelt never allocated more than 12 percent of GDP to federal spending, while the percentage for Barack Obama is not projected to drop below 22.8 percent.","federal-budget,pundits",a commentary on Fox News Channel's 'Glenn Beck Program',2,0.5970016,3,half-true,review
half-true,Fifty-seven of Rubios 100 ideas ultimately became law.,"candidates-biography,florida",his campaign Web site,3,0.5699533,4,mostly-true,review
pants-fire,About 78 to 81 House Democrats are members of the Communist Party. ... Its called the Congressional Progressive Caucus.,candidates-biography,"a town hall meeting in Jensen Beach, Fla.",0,0.6385023,5,true,review
mostly-true,"George Bush, and a Republican Congress, have presided over a 55 percent increase in the size of domestic government spending in the last seven years.",federal-budget,"a comment by McCain campaign adviser Carly Fiorina on MSNBC's ""Morning Joe""",4,0.55150974,3,half-true,review
barely-true,Clinton aides admit it (a gas tax holiday) won't do much for you but would help her politically.,energy,in a television ad,2,0.4413121,2,barely-true,review
mostly-true,"First, he was in favor of my plan, now he's attacking it.",iraq,,4,0.4375566,2,barely-true,review
pants-fire,Creflo Dollar needed a $65 million Gulfstream G650 to carry thousands of pounds of food and other supplies -- as well as the Word of God -- worldwide.,"religion,transparency",interviews,0,0.44956475,1,false,review
true,Halliburton gave Dick Cheney a $34 million payout when he left the company to join the presidential ticket.,"candidates-biography,corporations,energy,environment,oil-spill,pundits",an interview with Jay Leno on NBC's The Tonight Show,5,0.47310755,1,false,review
barely-true,All Aboard Florida is a 100 percent private venture. There is no state money involved.,"state-budget,transportation",a TV interview,2,0.45265833,1,false,review
pants-fire,Fox News is banned in Canada because it violatesa law thatprevents news channels from lying to their viewers.,"ethics,foreign-policy",posts on Facebook,0,0.6231781,5,true,review
half-true,On ending stop and frisk,public-safety,Philadelphia Mayor Jim Kenney clarified his stance on stop and frisk to the Al Día editorial board.,3,0.3614967,1,false,review
false,Says under President Barack Obama theres been the lowest discretionary spending weve had in decades in the United States.,federal-budget,a roundtable discussion on NBC’s “Meet The Press”,1,0.49621725,3,half-true,review
mostly-true,Says President Barack Obamas approval rating gained 3 points in the last couple months.,polls,"an interview on ""Meet the Press""",4,0.46466345,1,false,review
mostly-true,"In the city of Milwaukee, weve still got a mayor and a police chief who are furloughing police officers at a time when we have violence all across the city.","city-budget,crime",a radio interview,4,0.49362552,3,half-true,review
half-true,A proposal to reduce the deficit involved large tax cuts for the top bracket.,"federal-budget,taxes,abc-news-week","""This Week with Christiane Amanpour""",3,0.59645414,3,half-true,review
mostly-true,"His new running mate, Congressman Ryan, put forward a plan that would let Governor Romney pay less than 1 percent in taxes each year.",taxes,a speech at Windham High School in New Hampshire,4,0.4866781,2,barely-true,review
false,Wisconsin law says all recall petition signers must sign in the presence of another person.,elections,a tweet,1,0.5446119,5,true,review
false,"In early voting in Miami-Dade County, there is a trickle of two or three people a day at a very high cost to keep those public libraries and polls open.","elections,florida",a Senate Rules Committee meeting,1,0.5690832,2,barely-true,review
half-true,I never lobbied under any circumstance for Freddie Mac.,"campaign-finance,ethics",a debate in Iowa,3,0.3899072,1,false,review
pants-fire,Jules Bailey was instrumental in creating the Business Energy Tax Credit that let companies like Wal-Mart profit by $11 million while costing the Oregon general fund $33 million.,"state-finances,taxes",a campaign email,0,0.40654016,2,barely-true,review
false,"The big Wall Street banks, the big corporations give many times more political donations to Democrats than Republicans.","campaign-finance,corporations,elections",an interview,1,0.59889984,3,half-true,review
true,The War in Afghanistan is officially the longest war Americans have ever been asked to endure.,"afghanistan,history,military",a statement posted to his website,5,0.5264773,1,false,review
half-true,Says JimRenacci has consistently voted for loopholes that encourage outsourcing of our jobs.,"financial-regulation,taxes,trade,voting-record",a debate,3,0.46345958,2,barely-true,review
false,Says in Texas its legal to shoot someone whos committing a public nuisance under the cover of dark.,"guns,legal-issues",a blog post,1,0.5398682,1,false,review
barely-true,"A small business receiving a federal tax credit ""to provide health care for its employees ... would be barred under the Stupak Amendment from allowing their employees to use ... the health care that they offer them for abortion.""","abortion,health-care",the 'Rachel Maddow Show',2,0.45586753,1,false,review
half-true,"Says of the 2,000 Portland households in the year-long (composting) pilot, 87 percent of participants reported being satisfied with the overall system.",polls,an article on his website,3,0.6030692,4,mostly-true,review
false,"All of Texas is conservative, except a little bit of Austin.","polls,states",while interviewing Donald Trump in Austin,1,0.48638353,1,false,review
false,"Scientists have shown us (that) the greater possibilities, the real science movement, has been with adult stem cell research. It has not been with embryonic.",health-care,a news conference with reporters,1,0.5193353,1,false,review
half-true,Ninety percent of the people in Arkansas still love Bill Clinton.,"elections,abc-news-week",a statement on ABC News' 'This Week.',3,0.62541676,4,mostly-true,review
true,Says a study shows that children who live with a biological parent and the parents boyfriend or girlfriend have a 20 times greater chance of being sexually abused.,"children,crime,families,marriage",an interview,5,0.51263535,3,half-true,review
false,Warren Buffett called (Jeff) Greenes scheme financial weapons of mass destruction.,"candidates-biography,financial-regulation,message-machine",a television ad,1,0.48764098,1,false,review
false,"Its not true that since hes been the president, executions in Iran have increased by four times.","crime,human-rights,abc-news-week","ABC's ""This Week""",1,0.6087325,3,half-true,review
half-true,"Says I am happy to decline PERS so that the County can save over $68,000 over a four year term that would have been paid on my behalf.","county-budget,county-government,message-machine-2012,retirement",a Facebook post,3,0.52721053,1,false,review
half-true,Says Chris Dudley thinks Oregons minimum wage is too high.,"jobs,message-machine",a television ad,3,0.4544939,1,false,review
false,Over half the people on disability are either anxious or their back hurts.,disability,a speech in New Hampshire,1,0.6493303,4,mostly-true,review
true,"Today California is kicking our butt, creating more jobs and more economic growth than Texas.","economy,jobs,states",comments at Texas Democratic Party convention,5,0.49080142,3,half-true,review
false,One of every two Wisconsin residents are on some kind of government handout.,"federal-budget,medicare,social-security",a speech at the state GOP convention,1,0.429073,1,false,review
false,"A new ruling by the EPA would force dairy farmers to comply with the Spill Prevention, Control and Countermeasure Program when dealing with spilt milk -- the same regulations oil and natural gas producers must follow.",environment,a newsletter.,1,0.39927572,1,false,review
false,"In the U.S. Constitution, theres a little section in there that talks about life, liberty and the pursuit of happiness.",history,in a speech announcing his presidential run,1,0.47627643,5,true,review
mostly-true,I have something in common with my husband. He never carried caucuses either. He lost all of the ones that I've lost.,elections,an ABC/Politico interview,4,0.46956113,1,false,review
false,"Your tax dollars are not being used to sue you, the people.",redistricting,a public hearing about redistricting,1,0.51726145,5,true,review
half-true,"Federal, state and local governments have subsidized the production of the Volt to the tune of estimates between $50,000 and $250,000 per vehicle sold.","corporations,energy,technology",a congressional hearing,3,0.54952765,3,half-true,review
true,Both the Democratic and Republican candidates for president in 2016 are quite unpopular.,elections,interview with an AP reporter in Memphis,5,0.61102194,4,mostly-true,review
barely-true,"Says Hillary Clinton takes tens of millions of dollars from countries that hate women, that disrespect women, that throw gays off of buildings.","foreign-policy,terrorism","comments on ""Meet the Press""",2,0.5366411,3,half-true,review
true,Says he came to the Republican Party sooner in age than Ronald Reagan.,"candidates-biography,new-hampshire-2012",Republican presidential primary debate,5,0.61951613,5,true,review
true,He was a member of the Iraq Study Group and was either fired or quit from a very important commission that was trying to figure out the way forward in Iraq.,iraq,Interview on Fox News,5,0.4991539,3,half-true,review
barely-true,"If an individual is determined to commit suicide, the availability of a gun is not a factor because they will find a way.","guns,public-health","a debate on WPRI's ""Newsmakers program""",2,0.5629208,3,half-true,review
false,"Presidents Hoover, Truman and Eisenhower collectively ordered the deportation of at least 15 million illegal aliens.","history,immigration,legal-issues",a chain e-mail,1,0.53681165,3,half-true,review
half-true,"The total number of dollars that passes through the Department of Development is like $900 million and like $650 (million) of it has nothing to do with development, which is breathtaking when you think about it.","government-efficiency,state-budget",a statement to reporters,3,0.5617571,4,mostly-true,review
mostly-true,"In the 2014 election, 80 percentofpoor people did not vote.","income,voting-record","an interview on NBC's ""Meet the Press""",4,0.6064562,4,mostly-true,review
mostly-true,Says the Nike bill is not a tax break ... this does not lower the taxes that Nike will pay nor does it prevent the Legislature from raising those taxes in the future.,"state-budget,taxes",legislative testimony.,4,0.5612278,5,true,review
half-true,"Thanks to the Trans-Pacific Partnership, Vietnam is drafting and presenting unprecedented labor reforms, changing their Constitution to recognize worker organizations in Vietnam for the first time.","labor,trade",a press conference at the White House,3,0.56885946,3,half-true,review
half-true,"As state treasurer, Alexi Giannoulias lost $73 million in our kids college savings.","economy,education,message-machine",a TV ad,3,0.41068655,2,barely-true,review
half-true,The policy of the Bush administration was also not to add new nuclear capabilities.,"foreign-policy,military,abc-news-week","ABC's ""This Week""",3,0.5285598,3,half-true,review
false,The Republican National Convention is a Super Bowl times four.,"economy,elections,tourism",comments made to reporters while in Tampa,1,0.5766688,1,false,review
half-true,"John McCain ""has threatened extinction for North Korea and sung songs about bombing Iran.""",foreign-policy,"Oxford, Miss.",3,0.6370985,5,true,review
false,Says more Republicans than Democrats voted for the Wall Street bailouts.,"economy,financial-regulation",a radio show,1,0.42807734,2,barely-true,review
barely-true,Californias Prop 55 prevents $4 billion in new cuts to our schools.,"education,state-finances",a television advertisement,2,0.43532866,2,barely-true,review
false,22 Countries Invaded by the U.S. in 20 Years.,"foreign-policy,military,terrorism",viral posts on the Internet,1,0.562944,4,mostly-true,review
mostly-true,Sixteen [federal] programs exist to fight homelessness and some of them are duplicative.,federal-budget,a presentation,4,0.6461214,4,mostly-true,review
barely-true,Says U.S. Senate opponent Tommy Thompson favors raising taxes on small businesses.,"health-care,taxes",debate comments,2,0.43315157,2,barely-true,review
half-true,The Democrat-led Senate has failed to pass a budget for 750 days ... Senate Democrats have neglected one of their most basic responsibilities.,"federal-budget,government-efficiency",a news release,3,0.51616424,1,false,review
false,Says Ron Johnson helped companies ship jobs overseas.,"foreign-policy,jobs,trade",a TV ad,1,0.4568361,2,barely-true,review
false,Says Bill Clinton opposes President Barack Obamas plan to raise taxes on wealthy Americans.,"message-machine,taxes",a television ad airing in Orlando,1,0.41243902,1,false,review
true,Ninety-seven percent of Americans do not receive subsidies for health care under the Affordable Care Act.,"congress,government-regulation,guns,public-health,states",press conference,5,0.6368869,4,mostly-true,review
half-true,It doesn't make sense to me to send $1-billion a day out of our country. We can be energy independent and should be.,energy,Florida.,3,0.38723367,1,false,review
pants-fire,Says state Senate candidate Monk Elmer voted to exceed the (school district property tax) spending caps.,"education,message-machine,taxes",a direct mail campaign piece,0,0.58058053,4,mostly-true,review
false,Says Hillary Clinton wants to go to a single-payer plan for health care,health-care,a presidential debate,1,0.54652,2,barely-true,review
half-true,Pay-as-you-go is the principle that helped transform large deficits into surpluses in the 1990s.,federal-budget,a speech at the White House.,3,0.59123206,3,half-true,review
true,"Obama has ""visited more countries and met with more world leaders than any president in his first six months in office.""",foreign-policy,a widely circulated e-mail,5,0.5479691,3,half-true,review
false,"Says Texas has so few gas-pump inspectors in the field, the HEBs of this state, the Brookshires of this state, theyre calibrating their own gas pumps. The (Texas Department of Agriculture) just sends them the stickers and they calibrate them.","consumer-safety,energy,job-accomplishments",a speech.,1,0.5043305,1,false,review
mostly-true,Says a rather extraordinary amount of non-classroom employees were added by Texas school districts over the last decade.,"state-budget,taxes",a comment to reporters.,4,0.548257,3,half-true,review
mostly-true,"A mortgage buyback plan is ""my proposal, it's not Sen. Obama's proposal, it's not President Bush's proposal.""",economy,"Nashville, Tenn.",4,0.6070108,5,true,review
half-true,The permission to engage was given before the word RPG was ever used.,"ethics,human-rights,military","an interview on Comedy Central's ""The Colbert Report""",3,0.60099477,5,true,review
false,Senator Obama has voted 94 times to either increase your taxes or against tax cuts.,taxes,comment from McCain spokesman Tucker Bounds on Fox News,1,0.64113885,5,true,review
true,The Senate health care bill does not contain limits on medical malpractice lawsuits.,health-care,a floor speech,5,0.6235574,5,true,review
half-true,"In Japan, executives of failing companies say 'I'm sorry' and then either do one of two things: resign or go commit suicide.",ethics,a radio interview,3,0.49205196,1,false,review
false,Says President Barack Obama said that American exceptionalism is no more exceptional than the exceptionalism of any other country.,"foreign-policy,patriotism",an op-ed in the 'Wall Street Journal',1,0.63377166,5,true,review
barely-true,Says Barack Obamas favorability rating in Israel once clocked in at 4 percent.,"israel,polls",an opinion column.,2,0.57231724,4,mostly-true,review
half-true,"Says Donald Trump proposes to deport 16 million people, 11 million who are here without documents, and both Donald Trump and Mike Pence want to get rid of birthright citizenship.","children,homeland-security,human-rights,immigration",the 2016 vice presidential debate,3,0.6340165,3,half-true,review
true,"George Bush ... used a signing statement (on a FEMA bill) to say, 'I don't have to follow that, unless I choose to.'",legal-issues,"debate in Johnston, Iowa",5,0.6312904,5,true,review
half-true,Obamas mid-term approval ratings are similar to other presidents who went on to re-election.,polls,a TV interview.,3,0.64516914,4,mostly-true,review
true,I saved the taxpayers $2-billion on a bogus Air Force Boeing tanker deal where people went to jail.,federal-budget,"St. Petersburg, Fla.",5,0.53174984,3,half-true,review
barely-true,The new light bulbs will cost roughly six times the cost of the light bulbs we now use.,"energy,market-regulation",a fundraising letter,2,0.5380035,4,mostly-true,review
barely-true,Emory University students were provided counseling after someone wrote Trump 2016 in chalk on campus.,education,"Newspaper, television and social media",2,0.4703022,1,false,review
true,"A telephone company will no longer have to provide landline service to customers if there is an alternative provider, including wireless.",market-regulation,a House floor speech.,5,0.4703616,1,false,review
pants-fire,We know how to stop AIDS: persuade men not to have sex with men.,"gays-and-lesbians,health-care","his ""Focal Point"" radio show",0,0.5422914,4,mostly-true,review
barely-true,Democrats in Congress had control since January of 2007. They haven't passed a law making waterboarding illegal. They haven't gone into any of these things and changed law.,"human-rights,legal-issues,terrorism",a television interview,2,0.4472988,1,false,review
false,The federal government can tell General Motors what to charge for its automobiles.,"bankruptcy,financial-regulation",a CNN interview,1,0.36029077,1,false,review
false,A few weeks ago Obama took Hamas and Iran OFF the terror list.,"foreign-policy,israel,nuclear,terrorism",a Facebook post,1,0.36164558,1,false,review
half-true,"Says Congresswoman Loretta Sanchez has passed one bill in her 20 years in Congress, and that was to rename a post office.",elections,a U.S. Senate campaign debate.,3,0.37824196,2,barely-true,review
half-true,"Under the House Republican budget, if these cuts were to be spread out evenly the year after next, nearly 10 million college students would see their financial aid cut by an average of more than $1,000 each.","education,federal-budget",remarks to a meeting of the Newspaper Association of America,3,0.63888323,3,half-true,review
false,The Electric Reliability Council of Texas (ERCOT) has estimated that the Obama administrations Power Plan will cause energy costs in Texas to rise as much as 16 percent per year.,"corrections-and-updates,energy,environment",Op-ed column in the San Antonio Express-News,1,0.38826233,1,false,review
mostly-true,Slot machines in Miami-Dade and Broward counties have generated 20 percent of the promised $500 million per year for schools.,"education,gambling",a statement on their website,4,0.63326204,4,mostly-true,review
true,"We are almost halfway to our goal of 1,000 rapes prosecuted!",crime,his campaign website,5,0.64103246,4,mostly-true,review
pants-fire,"Says kids who start in the ninth grade in the city of Newark this past September, 23 percent of them will graduate in four years.",education,a radio interview,0,0.61817676,4,mostly-true,review
half-true,"The nonpartisan CBO, Congressional Budget Office, has said that the No. 1 policy decision that brought us to the need to prevent the nation from defaulting on our debt for the first time in history were the Bush tax cuts in 2001 and 2003.","deficit,federal-budget",debate on the floor of the U.S. House of Representatives,3,0.59071004,3,half-true,review
mostly-true,"Vern Buchanan. His old business was caught illegally funneling over $60,000 in campaign donations to Buchanan to influence his election.",campaign-finance,in a radio ad,4,0.41029564,1,false,review
mostly-true,"Were spending less money today, in upcoming fiscal year 2014 than the Corzine-Buono budget spent in fiscal year 2008.","state-budget,state-finances","an interview on NJ101.5 FM's ""Ask the Governor"" program",4,0.59427804,1,false,review
half-true,"In New Mexico, Democratic gubernatorial candidate Diane Denish spent federal stimulus funds on campaign Christmas cards.","ethics,message-machine",a campaign commercial,3,0.39006385,1,false,review
mostly-true,I committed to public financing; (Obama) committed to public financing.,ethics,"a news conference in Columbus, Ohio",4,0.6235635,5,true,review
half-true,Says Donald Trump wants to replace Obamacare with a single-payer system.,"health-care,public-health",an interview,3,0.59494257,3,half-true,review
false,On debating.,elections,a press release,1,0.434636,1,false,review
mostly-true,"Atlanta Mayor Kasim Reed became a city resident in the last annexation, opening the door to his candidacy.",elections,an Atlanta Journal-Constitution story,4,0.5337286,5,true,review
half-true,"In Pennsylvania, President Barack Obamas policies have increased unemployment 19 percent, led to the loss of 37,900 manufacturing jobs, and left 189,000 more people in poverty.","economy,job-accomplishments,jobs,message-machine-2012,poverty,states",a Web video,3,0.37173986,2,barely-true,review
half-true,Secure Communities has a proven track record of enhancing public safety by focusing on violent offenders and those that pose a threat to our communities and our national security.,"crime,immigration",a news release,3,0.5841536,3,half-true,review
true,"The 1990s were a time of prosperity. We created more than 22-million new jobs, moved 8-million people out of poverty, and turned our economy around.",economy,,5,0.6497755,3,half-true,review
mostly-true,The unemployment rate is declining faster in Tampa than almost anywhere else.,"economy,jobs",a speech at the RNC,4,0.5852556,3,half-true,review
false,All the talk about socialism during the campaign made young people more interested in it by Election Day.,economy,the movie Capitalism: A Love Story,1,0.4872909,3,half-true,review
half-true,"In Texas, we created over 1 million new jobs while the rest of the nation lost over 2 million.","job-accomplishments,jobs,message-machine-2012",a television ad,3,0.64799964,3,half-true,review
mostly-true,Women have come through the recession worse off than men the numbers bear that out. We went from a 7 percent unemployment rate for women when he (President Barack Obama) was elected to an 8.1 percent now.,"economy,jobs","an interview on My9TV.com's ""New Jersey Now"" program",4,0.43054277,1,false,review
mostly-true,"The fact of the matter is that my colleague from New York, Senator Clinton, there are 50 percent of the American public that say they're not going to vote for her.",elections,a debate in Philadelphia,4,0.53623056,1,false,review
false,A $250 fine if youre caught with a plastic bag coming out of a store. Plastic bag police anyone?,environment,a tweet,1,0.40985513,0,pants-fire,review
false,"In countries where there are higher, more strict gun laws, there is more gun violence.",guns,"a broadcast of ""The Five"" on Fox News",1,0.63101244,3,half-true,review
barely-true,Says he never wanted to raise the debt ceiling.,"debt,federal-budget",a flier,2,0.57208914,5,true,review
barely-true,"Thanks to (North Carolinas) governor and the legislature, the average teachersalary can barely support a family.","education,families,state-budget,workers","a speech in Raleigh, NC",2,0.614793,4,mostly-true,review
half-true,There never really was a Hastert Rule.,congressional-rules,"a broadcast of MSNBC's ""The Cycle""",3,0.41887707,1,false,review
true,Says Donald Trump wants to undo marriage equality.,"gays-and-lesbians,marriage",a campaign speech,5,0.54143894,4,mostly-true,review
half-true,Says Rick Santorum opposes right-to-work,"labor,workers",a campaign commercial,3,0.63444215,4,mostly-true,review
half-true,Says (Clinton) called President Assad a reformer. She called Assad a different kind of leader.,foreign-policy,a speech at the Republican National Convention,3,0.6031734,3,half-true,review
half-true,The fact is that red light cameras change driver behavior and cut down on the most dangerous types of accidents.,public-safety,a Tampa Bay Times questionnaire,3,0.6260646,3,half-true,review
half-true,"Under (Rick Perrys) watch as governor, over six million Texans have no health care coverage, including one million children, homeowners suffer from the highest insurance rates in the country, and college tuition has skyrocketed 136 percent.","children,economy,education,health-care",a press release,3,0.649949,3,half-true,review
false,Abortions account for 94 percent of the services provided for pregnant women by Planned Parenthood.,"abortion,health-care,human-rights,religion,women",a newspaper column,1,0.3724031,1,false,review
false,"While (Charlie Crist) was governor, utility costs went up 30 percent and went from below the national average to above the national average. Since I got elected, utility rates have come down 11 percent and now we are below the average.","debates,energy,message-machine-2014",a debate,1,0.536649,3,half-true,review
mostly-true,"Bernie Sanders opposesthe Trans-Pacific Partnership, and Hillary Clinton supportsit.",trade,a viral Internet chart,4,0.60103095,4,mostly-true,review
false,On supporting right to work legislation in 2015,"corporations,economy,labor,small-business,unions,workers",a statement,1,0.37666464,1,false,review
barely-true,Says the success of his economic agenda is supported by the fact we went from unemployment at 9.2 percent when I decided to run for governor four years ago to two points lower.,"economy,job-accomplishments,jobs",a television interview,2,0.5306301,3,half-true,review
half-true,Were trailing every other state in the Midwest in terms of job creation since January of 2011.,"state-budget,state-finances,states,taxes",an interview,3,0.6447467,3,half-true,review
true,"Before I was state treasurer, my Rhode Island business helped create over 1,000 jobs.","candidates-biography,economy,job-accomplishments,jobs,message-machine-2014",a campaign ad,5,0.5493363,3,half-true,review
false,Says Bill White profiteered in the aftermath of Hurricane Rita.,"ethics,infrastructure,transparency",a Perry website,1,0.3718396,1,false,review
