label,statement,subject,context,label_encoded,truthfulness_score,predicted_class,predicted_label,gate_decision
barely-true,"Says Kurt Schrader voted to cut $500 billion from Medicare, threatening thousands of Oregon seniors and their access to their current coverage.","health-care,medicare,message-machine",a television ad,2,0.22916888,0,pants-fire,reject
false,President Obama and liberal former DNC Chairman Tim Kaines $787 billion stimulus failed to create jobs.,"deficit,economy,stimulus",a press release.,1,0.15908362,0,pants-fire,reject
false,Says the case of a Texas judge who refused to perform heterosexual weddings exposes a double standard in the case against Kentucky clerk Kim Davis.,"gays-and-lesbians,legal-issues,religion",a Facebook post,1,0.25300843,0,pants-fire,reject
barely-true,Obamacare will drive 2.5 million Americans out of the workforce.,"health-care,jobs",a television ad from Let's Get to Work,2,0.2807203,1,false,reject
barely-true,Says Sean Duffy was a no-show as Ashland County District Attorney while he was on the campaign trail,"job-accomplishments,message-machine",a campaign TV ad,2,0.34168702,2,barely-true,reject
pants-fire,Evidence shows Zika virus turns fetus brains to liquid.,public-health,a informal news website,0,0.08116578,0,pants-fire,reject
barely-true,"Says after leaving the White House, Hillary Clinton was forced to return an estimated $200,000 in White House china, furniture and artwork that she had stolen.",ethics,a post shared on Facebook,2,0.23385292,0,pants-fire,reject
false,Says the oil industry subsidies that President Barack Obama is attacking dont exist,"energy,taxes",a news conference,1,0.19116437,0,pants-fire,reject
half-true,"President Barack Obamas veto of the Keystone XL pipeline killed 42,000 jobs.","energy,jobs",a press release,3,0.27015835,1,false,reject
true,"Says that when the Rolling Stones performed in an Austin park, they paid $25,000 to the nearby city of Rollingwood for one night of inconvenience.","city-government,recreation",an opinion column in the Westlake Picayune.,5,0.23346229,0,pants-fire,reject
half-true,Says Joe Heck voted to shut down the government.,voting-record,a Nevada U.S. Senate debate.,3,0.23772813,1,false,reject
pants-fire,Congressman Kasich wants to use our tax dollars to give secret bonuses to his corporate friends.,"economy,jobs,message-machine,state-budget,transparency",a campaign video,0,0.226796,0,pants-fire,reject
barely-true,Says Texas Republican leaders have proposed laying off thousands of teachers.,"education,jobs",a press release.,2,0.33553916,2,barely-true,reject
barely-true,The Democratic health care bill in the House would create 53 new government bureaucracies.,health-care,response to President Obama's health care address to Congress,2,0.33555293,1,false,reject
false,Gov. Sarah Palin got precisely zero support for her call for Alaskas Democratic Senator Mark Begich to resign because Ted Stevens corruption conviction was overturned.,"elections,pundits",an episode of her MSNBC show,1,0.29426387,0,pants-fire,reject
false,Says opponent David Dewhurst is a career politician.,candidates-biography,a campaign statement.,1,0.31770968,1,false,reject
mostly-true,The Obama administration is refusing to directly arm the Kurds.,"foreign-policy,iraq,terrorism","comments on CNN's ""State of the Union""",4,0.2996235,1,false,reject
barely-true,"The Obama administrations green stimulus program funneled close to $2 billion dollars to overseas firms, creating thousands of jobs in China.","china,jobs,message-machine-2012,stimulus",a mailer to voters,2,0.16391006,0,pants-fire,reject
half-true,On his support for sharply limiting collective bargaining by public employees.,"labor,state-budget",various votes and public statements,3,0.32959944,1,false,reject
pants-fire,Boston Marathon bombing suspect Tamerlan Tsarnaev is buried not far from President Kennedys grave.,"crime,history,islam,pundits,religion,terrorism",a comment on WPRO radio.,0,0.13424294,0,pants-fire,reject
half-true,Says David Prosser = Scott Walker.,"candidates-biography,job-accomplishments,labor,state-budget",a television ad,3,0.23668866,0,pants-fire,reject
pants-fire,"Politician Reid Ribble wants to phase out Social Security, forcing Wisconsin seniors to fend for themselves.","message-machine,social-security",a campaign TV ad,0,0.13110265,0,pants-fire,reject
barely-true,Says Charlie Crist and Missouri Rep. Todd Akin hold same abortion views. No exception except the life of the mother.,"abortion,candidates-biography",a tweet,2,0.26866257,0,pants-fire,reject
pants-fire,"Say Matt Wand cut Troutdale police, created a slush fund for himself.","crime,ethics,public-safety",a campaign mailer,0,0.3449353,2,barely-true,reject
pants-fire,Obama Declares November National Muslim Appreciation Month.,"islam,religion",blog posts,0,0.058034696,0,pants-fire,reject
pants-fire,"Under Obamacare, The IRS will have access to the American peoples protected health care information.","health-care,taxes",a floor speech.,0,0.26994547,0,pants-fire,reject
barely-true,The climate-change agreement between the United States and China requires the Chinese to do nothing at all for 16 years.,"china,climate-change,environment,foreign-policy",a media availability,2,0.23794353,0,pants-fire,reject
barely-true,"Wisconsin election officials to accept Mickey Mouse, Hitler signatures on recall petitions.","elections,legal-issues",a video,2,0.24084966,0,pants-fire,reject
true,John Raeses wife is registered to vote in Florida so she cant even vote for him.,"candidates-biography,elections,message-machine",a campaign ad,5,0.2879992,0,pants-fire,reject
pants-fire,"Scientists tell us that we could have a cure in 10 years for Alzheimers were it not for overzealous regulators, excessive taxation and greedy litigators.","government-regulation,health-care,market-regulation,science",a speech at CPAC,0,0.33583096,1,false,reject
false,"Says President Obama said of the national debt, If I dont have this done in three years, then theres going to be a one-term proposition.","deficit,message-machine-2012",an Americans for Prosperity attack ad,1,0.24417746,0,pants-fire,reject
barely-true,"Black Lives Matter, who are attacking law enforcement officers -- Barack Obama had them to the White House.","civil-rights,crime,criminal-justice",an interview,2,0.07482299,0,pants-fire,reject
barely-true,"Says Adam Hasner gives the wealthy tax breaks worth $250,000 a year but hikes middle class taxes $2,000.","message-machine-2012,taxes",a television ad,2,0.3175028,2,barely-true,reject
pants-fire,Says the Feingold garage ad is a fake: Hes not standing in front of his house.,"job-accomplishments,message-machine",a website posting and statement during his radio show,0,0.041109446,0,pants-fire,reject
false,Forty-five percent of doctors say theyll quit if health care reform passes.,"health-care,pundits",a statement on his Fox News Channel program,1,0.32937258,1,false,reject
false,I have never said that I don't wear flag pins or refuse to wear flag pins.,patriotism,Philadelphia,1,0.26353955,0,pants-fire,reject
false,"Says Milwaukee County Executive Chris Abele spent $100,000 of taxpayer money on a new luxury SUV.",county-budget,a direct mail flier,1,0.085106686,0,pants-fire,reject
false,The media never show crowds.,elections,"a rally in Pensacola, Fla.",1,0.13980378,0,pants-fire,reject
half-true,Says the Congressional Budget Office is expecting a protracted economic malaise for at least the next decade under current policies.,economy,a post on Medium,3,0.3121327,1,false,reject
half-true,Congresswoman Bachmann actually said we should be 'weaned' off our Social Security and Medicare. She wants to privatize Social Security and replace Medicare with some kind of voucher system.,"medicare,social-security",a radio ad,3,0.10949598,0,pants-fire,reject
false,Says children are coming into the U.S. in staggering numbers because President Barack Obama has been promising amnesty.,immigration,a press conference at Lackland Air Force Base,1,0.23888618,0,pants-fire,reject
mostly-true,Michele Bachmanns legislative record is offering failed amendments.,"candidates-biography,voting-record",a statement from the campaign,4,0.15332654,0,pants-fire,reject
half-true,On in-state tuition for unauthorized immigrants.,"education,immigration,state-budget,state-finances",an interview with the Texas Tribune,3,0.32863447,1,false,reject
barely-true,President Barack Obamas health care reform slashed $500 billion from Medicare.,"health-care,medicare,public-health",a news release,2,0.26032332,0,pants-fire,reject
false,"Claims that Obama said, ""For those who oppose our policies, you should just shut up and go away.""","elections,florida",a meeting of Florida Republicans,1,0.15173884,0,pants-fire,reject
barely-true,Mark Warner cast the tiebreaking vote to pass Obamacare.,"health-care,voting-record",an interview.,2,0.34385946,2,barely-true,reject
half-true,Im running for office with much more experience and qualifications than Barack Obama had when he ran.,candidates-biography,a meeting with the Des Moines Register editorial board,3,0.34865078,0,pants-fire,reject
mostly-true,"Sarah Palin was repeating ""Abraham Lincoln's words"" in discussing the war in Iraq.",religion,"Fairbanks, Alaska",4,0.12824644,0,pants-fire,reject
mostly-true,Says U.S. Rep. Connie Mack IV passed only one bill in seven years.,"message-machine-2012,voting-record",a TV ad,4,0.24176067,0,pants-fire,reject
pants-fire,Says President Barack Obama is a socialist.,"government-regulation,new-hampshire-2012,patriotism",a Republican debate in New Hampshire.,0,0.068454735,0,pants-fire,reject
false,Wisconsin was literally broke when Republicans took office in January 2011.,state-budget,a tweet,1,0.070562236,0,pants-fire,reject
false,"Says Crist campaign website ""has eliminated all references to our Republican Party.""",candidates-biography,an e-mail to Crist.,1,0.19938193,0,pants-fire,reject
false,On a cap-and-trade plan.,"cap-and-trade,climate-change,energy,environment",a Washington Post op-ed,1,0.33631578,1,false,reject
mostly-true,Says the director of an anti-abortion group receiving a Texas grant to provide womens health services believes HIV can be spread through the sewer system.,"health-care,public-health",a tweet about Carol Everett of the Heidi Group,4,0.08243826,0,pants-fire,reject
pants-fire,"Harambe received 15,000 votes in the presidential election.","elections,fake-news",articles on the Internet and social media posts,0,0.083026804,0,pants-fire,reject
half-true,Obamacare was the Republican plan in the early 90s.,health-care,comments on Fox News Channel,3,0.17625187,0,pants-fire,reject
false,We had an amendment in the health care law that said the federal government is going to take over education.,"education,health-care",a Fox News TV show,1,0.122182444,0,pants-fire,reject
barely-true,"(Assembly Democrats) wanted to raise the gas tax by $2.4 billion. We said no to that....Theyre down on the ground. Theyre sweating. Theyre twitching. Its ugly, cause I keep saying no.",taxes,a video posted on YouTube,2,0.27857602,0,pants-fire,reject
barely-true,Says U.S. Sen Sherrod Brown promised that the first stimulus bill would fund the Brent Spence Bridge.,"infrastructure,stimulus",a news release,2,0.33071166,1,false,reject
barely-true,"The reason we even have colleges is that at some point there were politicians who said, You know what? We should start colleges.","education,history",an interview with YouTube celebrity Bethany Mota,2,0.3422601,0,pants-fire,reject
true,Says President John F. Kennedy released a star Green Bay Packer from military reserve duty so that he could play in the 1961 NFL Championship Game.,"history,military,sports",an interview,5,0.27810612,1,false,reject
mostly-true,U.S. Rep. Paul Broun has not authored any legislation that has been adopted by Congress.,"congress,voting-record",an article,4,0.28259036,1,false,reject
half-true,On recess appointments.,"foreign-policy,legal-issues,workers",a prepared statement,3,0.3365928,1,false,reject
false,Says broken compact fluorescent light bulbs allegedly cause migraines and epilepsy attacks.,"consumer-safety,environment,public-health",an e-mail blast.,1,0.11872046,0,pants-fire,reject
barely-true,Says President Obamas new immigration plan is amnesty.,immigration,a news release,2,0.08165531,0,pants-fire,reject
pants-fire,Says Hawaii Gov. Neil Abercrombie made a late-night visit to Kinkos to forge President Barack Obamas birth certificate two days before Obama unveiled it to the media.,obama-birth-certificate,e-mail messages circulating on the Internet,0,0.049638648,0,pants-fire,reject
pants-fire,"Barack Obama ""rejects everyone white, including his mother and his grandparents.""",candidates-biography,his book <i>The Obama Nation</i>.,0,0.13529103,0,pants-fire,reject
pants-fire,A company hired to do Common Core testing in Florida will attract every one of your children to become as homosexual as they possibly can.,"corrections-and-updates,education,gays-and-lesbians",speech in March publicized May 16 by Think Progress,0,0.17928046,0,pants-fire,reject
barely-true,Says George LeMieux even compared Marco Rubio to Barack Obama.,candidates-biography,an Internet ad,2,0.28019816,0,pants-fire,reject
mostly-true,Female buffalo lead the herd.,"animals,candidates-biography",a blog post on campaign website,4,0.30306986,0,pants-fire,reject
pants-fire,Obama used $20 million in federal money to emmigrate (sic) Hamas Refugees to the USA.,foreign-policy,a chain e-mail,0,0.09545702,0,pants-fire,reject
pants-fire,Sen. Bob Menendez voted to enact a new tax on the sale of homes of 3.8%.,"health-care,housing,income,taxes",a blog,0,0.20956084,0,pants-fire,reject
